CustomerID,Recency_Asli,Frequency_Asli,Monetary_Asli,Cluster_KMeans,Cluster_Hierarchical,Cluster_DBSCAN,Recency_scaled,Frequency_scaled,Monetary_scaled
12507,134,3,1304.81,2,0,0,0.8018323761266101,0.05960546552681911,0.4620141418635792
12508,26,2,398.27,0,0,2,-0.3991450951625692,-0.36158277709840037,-0.48033526987816344
12509,284,1,176.5,3,3,1,1.3594106808800466,-0.9552142636712971,-1.1250356105350003
12510,143,2,982.5699999999999,2,0,2,0.8499916181313663,-0.36158277709840037,0.2366422282022773
12512,66,2,138.03,3,0,2,0.27905148268373375,-0.36158277709840037,-1.3193051547556862
12513,113,1,612.29,3,0,1,0.6756660532493783,-0.9552142636712971,-0.13900484506939112
12514,267,1,1017.68,3,0,1,1.3135171700007557,-0.9552142636712971,0.26453568261512017
12515,353,1,383.7,3,3,1,1.5211946184651242,-0.9552142636712971,-0.5098987374803604
12516,78,2,1312.06,2,0,2,0.4019933629965244,-0.36158277709840037,0.46641736233285064
12517,28,5,2502.84,2,1,0,-0.3458217546340572,0.6532369520997158,0.9797373018887919
12518,1,5,2056.89,1,1,0,-2.341296235524383,0.6532369520997158,0.8237493336704154
12519,64,1,340.84,3,0,1,0.25643735030730064,-0.9552142636712971,-0.6038369826197678
12520,79,5,2634.26,2,1,0,0.4113797667403285,0.6532369520997158,1.020420430799555
12521,143,1,599.68,3,3,1,0.8499916181313663,-0.9552142636712971,-0.15552705015026083
12522,39,2,192.72,0,0,2,-0.10585307691818215,-0.36158277709840037,-1.0554945442896975
12523,19,11,1789.77,1,1,0,-0.6230859205766931,1.6680566812978321,0.7131784105755745
12524,9,8,4485.72,1,1,0,-1.1403187642352037,1.2468684386726128,1.4436161106131158
12526,1,3,1316.66,0,1,0,-2.341296235524383,0.05960546552681911,0.4691985410901259
12527,82,3,348.71000000000004,3,0,0,0.4388506943278125,0.05960546552681911,-0.5857354581382259
12528,9,6,1933.48,1,1,0,-1.1403187642352037,0.8789251688960832,0.7745676709223233
12530,60,4,1662.28,2,0,0,0.20904305891646366,0.3863044476016776,0.6544443405531248
12531,15,1,125.22,0,0,1,-0.7895977045488505,-0.9552142636712971,-1.396178710941866
12532,30,1,349.83000000000004,0,0,1,-0.2960560335189878,-0.9552142636712971,-0.5831925497730385
12534,131,1,1089.18,3,0,1,0.7850629230241704,-0.9552142636712971,0.31848302331353184
12535,92,2,716.35,2,0,2,0.5237386278211207,-0.36158277709840037,-0.014365201937998768
12536,43,3,12601.830000000002,2,1,-1,-0.034731738315937795,0.05960546552681911,2.2649717933567306
12538,29,1,363.95,0,0,1,-0.3205241028950956,-0.9552142636712971,-0.5518122753645935
12539,22,4,5568.35,2,1,0,-0.5187942651860693,0.3863044476016776,1.6155190944526963
12540,20,17,13400.24,1,2,0,-0.5866782483482139,2.2616881678707283,2.3138220018256823
12541,30,3,981.18,2,1,0,-0.2960560335189878,0.05960546552681911,0.23551754076504433
12544,36,1,372.7,0,0,1,-0.16402870097223204,-0.9552142636712971,-0.532969931631437
12545,75,2,1000.39,2,0,2,0.37310423556778083,-0.36158277709840037,0.2509217236996762
12546,47,2,1161.5,2,0,2,0.03019695679125805,-0.36158277709840037,0.36956332349815063
12547,198,2,207.79999999999998,3,3,2,1.0913839892534942,-0.36158277709840037,-0.9958785980460934
12548,166,1,95.19999999999999,3,3,1,0.9605652887470136,-0.9552142636712971,-1.612172032027194
12550,79,1,964.83,3,0,1,0.4113797667403285,-0.9552142636712971,0.2221675172967201
12551,358,1,168.0,3,3,1,1.531660558029954,-0.9552142636712971,-1.1640610750025122
12552,39,2,437.82,0,0,2,-0.10585307691818215,-0.36158277709840037,-0.405220769767504
12553,8,10,3692.28,1,1,0,-1.2189397565026774,1.5406654655354899,1.2888507899369053
12556,50,2,603.71,0,0,2,0.07543561088562381,-0.36158277709840037,-0.15020934399032101
12557,16,5,11990.960000000001,1,1,-1,-0.7443590504544844,0.6532369520997158,2.2254587698358077
12558,8,1,269.96,0,0,1,-1.2189397565026774,-0.9552142636712971,-0.7886354122514112
12559,311,2,561.71,3,0,2,1.4269530713337628,-0.36158277709840037,-0.20745662905941456
12560,5,3,2134.01,0,1,0,-1.5215015741842748,0.05960546552681911,0.8530074763522453
12561,303,1,238.85,3,3,1,1.4075699228848029,-0.9552142636712971,-0.8856246852746875
12562,8,7,3781.7400000000002,1,1,0,-1.2189397565026774,1.0744251947249353,1.3078845427729056
12564,261,1,456.9,3,3,1,1.2966211442140112,-0.9552142636712971,-0.371372823506159
12565,289,1,145.92,3,3,1,1.3723885603136328,-0.9552142636712971,-1.2754073898281495
12566,86,1,351.65,3,0,1,0.473972906706051,-0.9552142636712971,-0.5790775875002715
12567,23,10,9401.28,1,1,0,-0.4870358868672529,1.5406654655354899,2.0319818402624876
12569,2,32,4124.69,1,2,0,-2.0387344178427855,3.1491166813065026,1.3769018872505168
12571,40,2,519.61,0,0,2,-0.0874272207859269,-0.36158277709840037,-0.26929946056833565
12572,9,2,1020.42,0,1,2,-1.1403187642352037,-0.36158277709840037,0.2666718959606572
12573,227,1,160.54000000000002,3,3,1,1.1928988969078893,-0.9552142636712971,-1.1999643292901727
12574,316,1,218.45,3,3,1,1.438816743455106,-0.9552142636712971,-0.9563157957557636
12576,36,5,1315.83,2,1,0,-0.16402870097223204,0.6532369520997158,0.4686974383147259
12577,35,3,657.8,2,1,0,-0.18447406918565573,0.05960546552681911,-0.08207766898027537
12578,21,2,2794.51,2,1,2,-0.5519645819744484,-0.36158277709840037,1.067367445300594
12579,78,1,440.42,3,0,1,0.4019933629965244,-0.9552142636712971,-0.40052270751870145
12580,247,1,415.7,3,3,1,1.2556424974565452,-0.9552142636712971,-0.44635439784151126
12581,40,1,197.71,3,0,1,-0.0874272207859269,-0.9552142636712971,-1.0352686837050344
12582,239,2,511.36,3,0,2,1.231174428080437,-0.36158277709840037,-0.2820028827050971
12583,3,15,7281.38,1,2,0,-1.8240633918658722,2.0892449239230517,1.8287944352848644
12584,4,9,2338.15,1,1,0,-1.6575516078937147,1.4011241767997944,0.9256286887378885
12585,234,2,2040.1,2,0,2,1.2154641792133722,-0.36158277709840037,0.8172342271298937
12586,17,1,196.94000000000003,0,0,1,-0.7017069128441668,-0.9552142636712971,-1.0383563408345933
12587,8,1,144.0,0,0,1,-1.2189397565026774,-0.9552142636712971,-1.2858687678743181
12588,39,1,214.89999999999998,3,0,1,-0.10585307691818215,-0.9552142636712971,-0.9692859364237986
12589,29,2,646.68,0,0,2,-0.3205241028950956,-0.36158277709840037,-0.09561577045282917
12590,211,2,9864.26,2,0,-1,1.1386051930976016,-0.36158277709840037,2.0702083656362857
12591,317,1,452.84999999999997,3,3,1,1.4411670107791992,-0.9552142636712971,-0.3784380707362792
12592,92,2,437.6,3,3,2,0.5237386278211207,-0.36158277709840037,-0.4056195746036503
12593,109,3,418.09999999999997,3,0,0,0.6490128893147309,0.05960546552681911,-0.44178714216366843
12594,38,10,3338.2200000000003,1,1,0,-0.12474545964177015,1.5406654655354899,1.2087051823684272
12596,51,2,618.27,2,0,2,0.08992556633514363,-0.36158277709840037,-0.13128796451884278
12597,19,4,3811.22,2,1,0,-0.6230859205766931,0.3863044476016776,1.3140582982595248
12598,10,8,3023.08,1,1,0,-1.0691974256329595,1.2468684386726128,1.1298696819599845
12599,29,7,1032.58,2,1,0,-0.3205241028950956,1.0744251947249353,0.27608368260097954
12600,29,10,2599.04,1,1,0,-0.3205241028950956,1.5406654655354899,1.0097200413103957
12601,190,5,577.0600000000001,2,0,0,1.060765981162014,0.6532369520997158,-0.18605327887610093
12602,59,1,153.12,3,0,1,0.19670874076341505,-0.9552142636712971,-1.237358991739612
12603,22,1,739.1999999999999,0,0,1,-0.5187942651860693,-0.9552142636712971,0.01057176220330294
12604,79,2,254.18,3,0,2,0.4113797667403285,-0.36158277709840037,-0.8363532992098319
12607,60,1,1579.51,2,0,1,0.20904305891646366,-0.9552142636712971,0.613850535496018
12609,78,3,1126.85,2,0,0,0.4019933629965244,0.05960546552681911,0.3454986608838086
12610,23,5,2099.54,2,1,0,-0.4870358868672529,0.6532369520997158,0.8400629455119476
12611,52,1,1193.32,2,0,1,0.10413950578058002,-0.9552142636712971,0.39103892845349003
12612,74,1,704.0400000000001,3,0,1,0.36322052473557237,-0.9552142636712971,-0.028130811948601377
12613,57,5,3344.38,2,1,0,0.17141108902445348,0.6532369520997158,1.2101709011951887
12614,278,1,315.6,3,3,1,1.3435332891612286,-0.9552142636712971,-0.6648371822366216
12615,2,4,2291.19,1,1,0,-2.0387344178427855,0.3863044476016776,0.9095006498010088
12616,95,2,713.3,3,0,2,0.5474298004497687,-0.36158277709840037,-0.017753712897149044
12617,29,1,355.53,0,0,1,-0.3205241028950956,-0.9552142636712971,-0.5703754721573764
12618,22,1,177.31,0,0,1,-0.5187942651860693,-0.9552142636712971,-1.1214147410138933
12619,16,9,3641.24,1,1,0,-0.7443590504544844,1.4011241767997944,1.2777837360496984
12620,15,3,1339.41,2,1,0,-0.7895977045488505,0.05960546552681911,0.4828120740711686
12621,2,20,13689.67,1,2,0,-2.0387344178427855,2.487376384667096,2.3308148313046586
12622,232,1,180.1,3,3,1,1.2090862834765006,-0.9552142636712971,-1.1090675539946806
12623,276,1,305.1,3,3,1,1.3381648540746935,-0.9552142636712971,-0.6916595340762179
12624,106,2,641.13,3,0,2,0.6283790606233428,-0.36158277709840037,-0.10245985206428458
12625,212,2,2683.82,2,0,2,1.1421167725593575,-0.36158277709840037,1.0352377949385743
12626,23,9,6620.48,1,1,0,-0.4870358868672529,1.4011241767997944,1.7531332693286468
12627,11,7,4478.53,1,1,0,-1.0042687305257638,1.0744251947249353,1.44234066073854
12628,4,3,786.46,0,1,0,-1.6575516078937147,0.05960546552681911,0.0597928117848416
12630,10,2,1270.88,0,1,2,-1.0691974256329595,-0.36158277709840037,0.4410767050847108
12631,57,1,640.5,3,0,1,0.17141108902445348,-0.9552142636712971,-0.10324048340190245
12633,59,4,2163.98,2,1,0,0.19670874076341505,0.3863044476016776,0.8640933924065528
12635,90,2,1689.18,2,0,2,0.5075160485126933,-0.36158277709840037,0.6672032548599307
12637,67,8,6021.9,2,1,0,0.2901066368625376,1.2468684386726128,1.6777812912404249
12638,33,1,671.69,0,0,1,-0.22712620679597337,-0.9552142636712971,-0.06548465239655096
12639,239,1,486.1,3,3,1,1.231174428080437,-0.9552142636712971,-0.32221025392056063
12640,24,3,1174.58,2,1,0,-0.45657413660453583,0.05960546552681911,0.37846144155576533
12641,115,1,185.9,3,3,1,0.6886439326829644,-0.9552142636712971,-1.0839971463947633
12642,25,3,1013.26,2,1,0,-0.4273072773233673,0.05960546552681911,0.26107753403923717
12643,128,6,3344.64,2,1,0,0.7679079316757323,0.8789251688960832,1.2102327065744776
12644,130,1,477.91,3,0,1,0.7793883005555002,-0.9552142636712971,-0.33569547098015307
12645,34,4,1775.18,2,1,0,-0.20549543839914314,0.3863044476016776,0.7066725320797186
12646,5,2,1346.97,0,1,2,-1.5215015741842748,-0.36158277709840037,0.4872848541014497
12647,22,12,3722.82,1,2,0,-0.5187942651860693,1.7852452398084835,1.295399904815599
12648,155,1,318.05,3,3,1,0.9097202276752518,-0.9552142636712971,-0.6587066886921625
12649,107,3,623.51,2,0,0,0.6353205921544528,0.05960546552681911,-0.12458702739067823
12650,3,1,314.44,0,0,1,-1.8240633918658722,-0.9552142636712971,-0.6677563507650365
12651,335,1,114.0,3,3,1,1.4822531262858296,-0.9552142636712971,-1.4702139177539533
12652,331,1,919.98,3,0,1,1.4733163816448338,-0.9552142636712971,0.18435275717354077
12653,149,2,2209.85,2,0,2,0.8804533683940834,-0.36158277709840037,0.8807669956368464
12654,11,5,601.98,0,1,0,-1.0042687305257638,0.6532369520997158,-0.15248777658939883
12656,17,5,4051.17,1,1,0,-0.7017069128441668,0.6532369520997158,1.3626023236600506
12657,11,4,1643.18,2,1,0,-1.0042687305257638,0.3863044476016776,0.6452591356234026
12658,19,1,686.05,0,0,1,-0.6230859205766931,-0.9552142636712971,-0.04868655988289717
12659,30,1,91.68,3,0,1,-0.2960560335189878,-0.9552142636712971,-1.6418170849910483
12660,11,1,245.1,0,0,1,-1.0042687305257638,-0.9552142636712971,-0.8651669462180053
12662,1,11,3849.78,1,1,0,-2.341296235524383,1.6680566812978321,1.3220619304276156
12664,8,9,4881.88,1,1,0,-1.2189397565026774,1.4011241767997944,1.5109066218060896
12665,325,1,63.0,3,3,1,1.4597073249619175,-0.9552142636712971,-1.9362818503581016
12667,58,1,620.13,3,0,1,0.1841671134665053,-0.9552142636712971,-0.12890291847306612
12668,12,4,3807.15,1,1,0,-0.9445401209818783,0.3863044476016776,1.3132087977421611
12669,151,3,2744.0299999999997,2,0,0,0.8903370792262918,0.05960546552681911,1.0528755721183112
12670,10,5,2996.05,1,1,0,-1.0691974256329595,0.6532369520997158,1.1227293859735719
12672,330,1,225.89999999999998,3,3,1,1.4710653716164896,-0.9552142636712971,-0.9297656858040203
12673,5,2,610.52,0,1,2,-1.5215015741842748,-0.36158277709840037,-0.1413033746698554
12674,39,4,1970.6,2,1,0,-0.10585307691818215,0.3863044476016776,0.7896832630195021
12676,25,6,1331.39,2,1,0,-0.4273072773233673,0.8789251688960832,0.47803948035757876
12678,42,12,17628.46,1,2,-1,-0.05188672966437577,1.7852452398084835,2.5319045543433067
12679,59,4,1113.02,2,0,0,0.19670874076341505,0.3863044476016776,0.3356865483653375
12680,1,4,862.81,0,1,0,-2.341296235524383,0.3863044476016776,0.13338741740098078
12681,15,22,13787.54,1,2,0,-0.7895977045488505,2.6205659263872656,2.336479733777523
12682,4,31,12288.22,1,2,0,-1.6575516078937147,3.104064653121168,2.2449318045939775
12683,4,15,8476.57,1,2,0,-1.6575516078937147,2.0892449239230517,1.9496487154978097
12684,8,7,2283.63,1,1,0,-1.2189397565026774,1.0744251947249353,0.9068733864134407
12685,28,6,2863.08,2,1,0,-0.3458217546340572,0.8789251688960832,1.0866389527038072
12686,372,1,89.14,3,3,1,1.5602075626728675,-0.9552142636712971,-1.6639166239640282
12688,114,1,4873.8099999999995,2,0,-1,0.68218320610311,-0.9552142636712971,1.5095911792944734
12689,26,2,1247.61,2,1,2,-0.3991450951625692,-0.36158277709840037,0.42639187248993693
12690,206,1,389.01,3,3,1,1.120795057494147,-0.9552142636712971,-0.4989967063920185
12691,28,6,1035.8,2,1,0,-0.3458217546340572,0.8789251688960832,0.27855740757705527
12693,127,4,855.91,2,0,0,0.7621008264266822,0.3863044476016776,0.1270093887214367
12694,70,2,869.67,2,0,2,0.32232211121924903,-0.36158277709840037,0.13967816614530934
12695,7,4,582.1,0,1,0,-1.3068305482073614,0.3863044476016776,-0.17914950667392285
12697,29,3,957.59,2,1,0,-0.3205241028950956,0.05960546552681911,0.21618359412086882
12700,8,4,4939.99,1,1,0,-1.2189397565026774,0.3863044476016776,1.5203150828224166
12701,80,2,797.71,2,0,2,0.4206495661775393,-0.36158277709840037,0.07107401257387831
12702,20,1,219.0,0,0,1,-0.5866782483482139,-0.9552142636712971,-0.9543251283606986
12703,71,1,283.55,3,0,1,0.33275877447285523,-0.9552142636712971,-0.7497166075327313
12704,7,8,2340.84,1,1,0,-1.3068305482073614,1.2468684386726128,0.9265427175172426
12705,15,9,6868.29,1,1,0,-0.7895977045488505,1.4011241767997944,1.782352999304874
12707,292,1,603.42,3,3,1,1.3800683117199994,-0.9552142636712971,-0.1505908226651655
12708,30,10,2712.91,1,1,0,-0.2960560335189878,1.5406654655354899,1.043808204412645
12709,15,15,9736.52,1,2,0,-0.7895977045488505,2.0892449239230517,2.0598435722528077
12710,97,3,1149.02,2,0,0,0.5628161034647609,0.05960546552681911,0.36097954385998526
12712,29,13,4396.13,1,2,0,-0.3205241028950956,1.8937448980941993,1.4275755959568655
12713,1,1,848.55,0,0,-1,-2.341296235524383,-0.9552142636712971,0.12014930129680776
